Ensembl_ID,SC_Control_1_RCPM,SC_Control_2_RCPM,SC_Control_3_RCPM,SC_VitC_1_RCPM,SC_VitC_2_RCPM,SC_VitC_3_RCPM
ENSRNOG00000000001,1.0126613042875068,0.6881873332436068,1.0680670790705848,1.0276249847860122,1.2793513239076413,0.9119884761136158
ENSRNOG00000000007,0.0,0.0,0.0,0.04110499939144049,0.0,0.037999519838067326
ENSRNOG00000000008,4.212671025836028,4.161894824854193,4.272268316282339,8.344314876462418,8.141326606684991,8.777889082593552
ENSRNOG00000000009,0.0,0.0,0.0,0.0,0.0,0.037999519838067326
ENSRNOG00000000010,0.08101290434300054,0.0655416507851054,0.046437699090025424,0.12331499817432146,0.07753644387319039,0.18999759919033662
ENSRNOG00000000012,0.0,0.0,0.0,0.0,0.038768221936595196,0.0
ENSRNOG00000000017,0.8506354956015056,1.0814372379542392,1.1609424772506356,0.9043099866116906,2.0934839845761406,1.4819812736846256
ENSRNOG00000000021,15.351945372998602,16.418183521668904,17.36769945966951,14.181224790046967,17.717077425024005,16.94778584777803
ENSRNOG00000000024,16.931697007687113,16.156016918528483,16.299632380598922,13.811279795524003,15.623593440447863,14.895811776522391
ENSRNOG00000000033,20.577277703122135,19.957432664064598,19.643146715080753,27.74587458922233,26.750073136250684,27.929647080979485
ENSRNOG00000000034,0.4050645217150027,0.3932499047106325,0.46437699090025425,1.1509399829603335,1.4344242116540222,0.9119884761136158
ENSRNOG00000000035,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000036,0.0,0.0,0.0,0.08220999878288097,0.15507288774638078,0.0
ENSRNOG00000000040,22.035509981296144,23.59499428263795,20.29327450234111,36.41902946081627,38.61314904884881,35.52955104859295
ENSRNOG00000000041,0.08101290434300054,0.4260207301031852,0.09287539818005085,0.04110499939144049,0.07753644387319039,0.18999759919033662
ENSRNOG00000000042,106.1674111415022,101.19630881220276,94.87221924092194,82.49773377862105,56.13638536418984,55.28930136438796
ENSRNOG00000000043,44.15203286693529,45.48590564486315,45.55538280731494,40.73505439691752,42.21859368895217,43.54744973442516
ENSRNOG00000000044,35.44314565006273,37.32597012211753,32.08845007120757,34.281569492461365,36.40336039846289,36.403540004868496
ENSRNOG00000000047,308.33511392946,332.06677370273655,324.69239203745775,292.832015664622,333.0965628792259,333.10379090049815
ENSRNOG00000000048,170.24861847681564,172.40731239021977,178.8315791956879,175.88829239597382,172.09213717654606,172.32782246563534
ENSRNOG00000000053,0.0,0.0,0.0,0.0,0.038768221936595196,0.037999519838067326
ENSRNOG00000000054,36.86087147606524,36.441157836518606,39.704232721971735,26.26609461113047,29.65768978149532,33.74357361620378
ENSRNOG00000000055,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000060,0.20253226085750134,0.16385412696276352,0.09287539818005085,0.5754699914801668,0.4652186632391423,0.49399375789487526
ENSRNOG00000000062,46.055836118995806,41.35678164540151,47.04138917819576,49.73704926364299,49.584555856905254,47.04340555952735
ENSRNOG00000000064,50.47103940568933,54.13740354849707,52.4281622726387,34.52819948881001,38.80699015853179,42.5594622186354
ENSRNOG00000000065,0.0,0.0655416507851054,0.0,0.0,0.0,0.0
ENSRNOG00000000066,56.18244916187087,50.72923770767159,54.14635713896964,54.05307419974424,48.15013164525123,49.13337915062105
ENSRNOG00000000068,264.66915848858275,262.6909363467025,269.0600285276073,219.29517175333498,215.78392329908885,221.68919873528478
ENSRNOG00000000070,0.0,0.0,0.0,0.0,0.038768221936595196,0.0
ENSRNOG00000000073,41.316581214930274,36.24453288416329,27.444680162205024,35.144774479681615,37.95408927592669,41.115480464788845
ENSRNOG00000000075,32.04060366765671,29.16603459937191,26.37661308313444,30.49990954844884,29.541385115685536,27.81564852146528
ENSRNOG00000000081,156.63845054719152,159.03681563005827,160.67443885148796,260.1946461478183,235.4394118209426,239.54897305917643
ENSRNOG00000000082,29.731735893881197,29.755909456437855,24.797731314073577,30.417699549665958,33.26313442159868,34.19956785426059
ENSRNOG00000000091,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000095,30.2178133199392,31.13228412292507,32.6921401593779,30.171069553317317,30.277981332480845,29.867622592720917
ENSRNOG00000000096,0.1215193565145008,0.0655416507851054,0.0,0.04110499939144049,0.0,0.037999519838067326
ENSRNOG00000000097,0.0,0.0,0.0,0.0,0.038768221936595196,0.0
ENSRNOG00000000098,76.31415589110651,81.82875100520411,78.99052615213324,71.35827894354068,70.2480181491105,70.18511314091035
ENSRNOG00000000104,45.002668362536795,47.1899885652759,47.69151696545611,32.88399951315239,39.03959949015136,36.289541445354295
ENSRNOG00000000105,55.33181366626937,56.46413215136831,61.20488740065351,44.4756093415386,44.73852811483086,43.73744733361549
ENSRNOG00000000108,49.94445552745983,50.82755018384925,49.316836433607,36.41902946081627,40.12510970437602,42.36946461944507
ENSRNOG00000000109,0.1215193565145008,0.09831247617765812,0.1857507963601017,0.0,0.0,0.0
ENSRNOG00000000111,7.858251721271052,8.192706348138177,7.197843358953941,5.631384916627346,6.435524841474802,7.599903967613465
ENSRNOG00000000112,49.94445552745983,49.28732139039927,51.68515908719829,37.61107444316804,41.481997472156856,42.78745933766381
ENSRNOG00000000113,9.721548521160065,8.454872951278597,8.683849729834755,8.179894878896656,7.172121058270111,7.6759030072896
ENSRNOG00000000121,24.66842937244366,24.184869139703896,24.6584182168035,22.484434667117945,26.517463804631113,23.939697497982415
ENSRNOG00000000122,34.95706822400473,41.1601566930462,38.58972794381113,26.47161960808767,30.859504661529773,31.311604346567478
ENSRNOG00000000123,55.73687818798437,55.74317399273215,53.40335395352924,56.06721916992482,65.20814929735312,66.53715923645589
ENSRNOG00000000124,0.0,0.09831247617765812,0.0,0.0,0.0,0.0
ENSRNOG00000000127,115.72693385397626,120.33447084145354,122.27046170403695,98.32315854432564,106.96152432306614,109.47661665347196
ENSRNOG00000000129,0.0,0.09831247617765812,0.0,0.12331499817432146,0.038768221936595196,0.11399855951420197
ENSRNOG00000000130,15.1494131121411,16.09047526774338,15.185127602438314,16.318684758401872,15.856202772067434,17.023784887454163
ENSRNOG00000000133,52.29382975340685,55.907028119694914,60.55475961339315,39.74853441152295,43.69178612254278,45.90341996438533
ENSRNOG00000000137,0.04050645217150027,0.0,0.0,0.04110499939144049,0.07753644387319039,0.0
ENSRNOG00000000138,11.503832416706077,9.634622665410495,9.566166012545237,36.46013446020771,20.70223051414183,19.87374887530921
ENSRNOG00000000142,75.05845587379,73.27556557774786,70.63174031592867,147.77247281222853,122.00359443446507,109.02062241541516
ENSRNOG00000000145,50.43053295351783,44.371697581516365,50.38490351267758,49.40820926851146,37.02365194944841,37.99951983806733
ENSRNOG00000000150,45.529252240766304,44.56832253387168,39.93642121742187,62.80843907012106,45.9791112168019,42.407464139283135
ENSRNOG00000000151,9.113951738587561,9.92956009394347,7.615782650764169,7.6044248874164895,7.947485497002015,6.687915491499849
ENSRNOG00000000155,88.42558509038508,85.33522932220724,81.2659734075445,92.52735363013252,89.47705622966171,92.03483704779906
ENSRNOG00000000156,4.091151669321527,4.063582348676536,4.411581413552415,7.522214888633608,7.792412609255634,7.295907808908926
ENSRNOG00000000157,79.67619142134103,81.50104275127858,70.81749111228878,60.25992910785175,66.29365951157779,68.24713762916892
ENSRNOG00000000158,5.306345234466535,4.227436475639299,3.529265130841932,7.563319888025049,6.280451953728421,5.851926055062369
ENSRNOG00000000161,57.721694344387885,48.92684231108119,44.487315728244354,55.69727417540186,46.832012099406995,45.48542524616659
ENSRNOG00000000164,453.1456804425735,431.23129134060105,382.6002028027195,335.33458503537145,371.5934072622649,379.80520078148294
ENSRNOG00000000165,1.7417774433745115,1.4091454918797663,1.4860063708808136,4.521549933058453,1.8996428748931644,1.2919836744942892
ENSRNOG00000000166,5.630396851838538,5.243332062808433,4.272268316282339,8.837574869159704,5.621392180806303,5.205934217815224
ENSRNOG00000000167,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000168,9.194964642930561,10.027872570121128,8.498098933474653,16.277579759010433,14.964533667525744,15.237807455064997
ENSRNOG00000000169,10.734209825447572,10.453893300224314,11.098610082516077,11.221664833863253,10.738797476436869,11.551854030772468
ENSRNOG00000000170,146.59285040865947,148.9761722345446,137.3627139082952,109.21598338305736,112.23400250644309,116.8865230218951
ENSRNOG00000000172,40.992529597558274,40.76690678833557,42.81555856100344,16.77083975170772,17.135554095975074,18.011772403243913
ENSRNOG00000000175,32.04060366765671,31.754929805383572,33.76020723844848,27.252614596525042,29.890299113114892,31.463602425919746
ENSRNOG00000000177,28.39502297222169,32.049867233916544,34.03883343298864,23.71758464886116,26.94391424593366,27.777649001627214
ENSRNOG00000000184,0.16202580868600108,0.16385412696276352,0.4179392918102288,0.16441999756576195,0.31014577549276157,0.41799471821874057
ENSRNOG00000000185,14.825361494769098,18.41720387061462,16.671133973319126,9.659674856988513,13.375036568125342,13.565828582190035
ENSRNOG00000000186,2.6734258433190177,2.883832634544638,2.9255750426716016,1.9730399707891433,2.2873250942591166,2.3939697497982415
ENSRNOG00000000187,0.0,0.0327708253925527,0.0,0.04110499939144049,0.0,0.0
ENSRNOG00000000190,55.69637173581287,48.14034250165992,50.52421660994766,78.75717883399997,53.034927609262226,53.237327293132324
ENSRNOG00000000195,0.44557097388650296,0.557104031673396,0.6965654863503814,0.4932599926972858,0.5815233290489279,0.22799711902840394
ENSRNOG00000000196,0.0,0.0,0.0,0.08220999878288097,0.038768221936595196,0.0
ENSRNOG00000000199,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000201,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000204,124.47632752302032,110.99478560457601,103.5560689707567,116.53267327473377,113.66842671809711,111.33859312553727
ENSRNOG00000000219,146.02576007825846,159.13512810623592,159.6063717724174,131.12494805869514,122.85649531707017,123.19444331501427
ENSRNOG00000000221,57.55966853570188,53.449216215253465,48.248769354536414,48.50389928189977,51.94941739503756,53.465324412160726
ENSRNOG00000000230,50.957116831747335,48.04203002548227,50.61709200812771,48.750529278248415,42.800117018001096,40.31749054818943
ENSRNOG00000000231,14.339284068711095,12.911705204665767,14.81362600971811,7.111164894719204,7.559803277636063,8.321894844536745
ENSRNOG00000000233,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000236,162.63340546857359,156.57900372561681,140.75266594186706,128.20649310190288,139.83697652529887,142.65019747210474
ENSRNOG00000000237,17.782332503288618,14.910725553611481,16.253194681508898,17.88067473527661,17.40693164953124,16.263794490692817
ENSRNOG00000000239,3.0784903650340203,3.7358740947510083,3.1577635381217286,0.41104999391440483,0.19384110968297597,0.2659966388664713
ENSRNOG00000000244,20.172213181407134,20.21959926720502,17.55345025602961,15.537689769964503,14.92576544558915,18.923760879357527
ENSRNOG00000000245,1.2557000173165083,1.343603841094661,1.764632565420966,0.9454149860031311,0.9304373264782846,0.6839913570852119
ENSRNOG00000000246,51.767245875177345,51.220800088559876,49.316836433607,42.7491993670981,50.08854274208099,52.24933977734258
ENSRNOG00000000247,51.03812973609034,52.629945580439646,55.07511112077015,36.0490844662933,37.33379772494117,37.20152992146791
ENSRNOG00000000248,216.02090943061094,206.16126254454906,190.20881547274413,160.18618262844356,189.38276416026753,194.97553628912345
ENSRNOG00000000249,8.182303338643054,8.782581205204124,8.405223535294601,7.398899890459287,7.172121058270111,8.549891963565148
ENSRNOG00000000250,26.693751981018675,26.577139393360245,23.265287244102737,21.95006967502922,25.08303959297709,25.231681172476705
ENSRNOG00000000251,0.0,0.0,0.0,0.04110499939144049,0.0,0.037999519838067326
ENSRNOG00000000252,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000257,0.2430387130290016,0.0655416507851054,0.23218849545012712,0.20552499695720242,0.15507288774638078,0.18999759919033662
ENSRNOG00000000258,32.850732711086714,34.114429233647364,35.8034659984096,30.49990954844884,29.502616893748943,35.03555729069807
ENSRNOG00000000262,32.08111011982821,33.06576282108568,36.08209219294975,29.883334557577232,32.565306426739966,31.80559810446235
ENSRNOG00000000264,42.126710258360276,43.42134364513233,43.74431254280395,32.10300452471502,36.90734728363862,37.96152031822926
ENSRNOG00000000274,1.2557000173165083,1.9007078727680569,1.207380176340661,1.3153599805260956,0.7365962167953086,0.6459918372471446
ENSRNOG00000000275,1.053167756459007,0.786499809421265,0.9287539818005085,9.495254859422753,5.815233290489279,5.129935178139089
ENSRNOG00000000277,12.313961460136081,10.748830728757287,11.980926365226559,14.880009779701455,11.824307690661534,11.285857391905996
ENSRNOG00000000279,30.2178133199392,29.952534408793174,33.249392548458204,32.719579515586624,28.88232534276342,31.84359762430042
ENSRNOG00000000281,4.293683930179029,5.374415364378644,5.293897696262898,4.357129935492691,5.582623958869708,5.2819332574913584
ENSRNOG00000000282,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000283,29.164645563480192,28.93663882162404,27.862619454015253,23.88200464642692,25.044271371040495,27.739649481789147
ENSRNOG00000000288,28.881100398279692,28.412305615343197,33.66733184026843,20.22365970058872,21.244985621254166,23.635701339277876
ENSRNOG00000000299,44.31405867562129,44.8304891370121,49.36327413269702,68.48092898613984,58.0747964610196,56.84728167774872
ENSRNOG00000000302,28.273503615707188,27.00316012346343,26.79455237494467,28.03360958496241,26.6337684704409,26.447665807294857
ENSRNOG00000000303,11.341806608020075,12.58399695074024,12.445303356126814,15.24995477422442,12.32829457583727,10.221870836440111
ENSRNOG00000000304,252.11215831541767,239.88244187348582,221.87932625214148,174.69624741362205,171.62691851330692,178.2937470802119
ENSRNOG00000000306,15.1089066599696,15.27120463292956,14.163498222457754,11.8793448241263,14.421778560413411,14.439817538465585
ENSRNOG00000000307,127.47380498371135,121.61253303176309,135.9231452365044,84.84071874393315,93.89663353043356,92.49083128585588
ENSRNOG00000000308,14.298777616539594,14.812413077433822,15.788817690608644,15.044429777267217,14.072864562984055,13.831825221056507
ENSRNOG00000000312,88.91166251644309,91.29951954365184,91.99308189734036,73.12579391737262,72.26396568981345,70.26111218058648
ENSRNOG00000000314,188.27398969313325,184.40143448389406,173.39836840215494,182.42398729921285,173.91424360756605,175.86177781057557
ENSRNOG00000000316,0.0,0.0327708253925527,0.23218849545012712,0.04110499939144049,0.34891399742935675,0.22799711902840394
ENSRNOG00000000320,0.04050645217150027,0.09831247617765812,0.23218849545012712,0.2466299963486429,0.11630466580978557,0.11399855951420197
ENSRNOG00000000321,1.9443097042320128,1.9334786981606096,2.1825718572311947,0.8220999878288097,0.7365962167953086,0.6459918372471446
